metode,gerakan,rep,fase,kanal,theta_db,mu_db,beta_db,n_potongan,participant_id
TE,Agem Kiri,3,Gerak,F8,-0.824,8.331,1.378,1,P31
TE,Agem Kiri,3,Gerak,O1,-7.793,-6.888,-5.116,3,P31
TE,Agem Kiri,3,Gerak,O2,8.876,4.423,1.069,1,P31
TE,Agem Kiri,3,Gerak,P3,3.978,4.433,1.991,3,P31
TE,Agem Kiri,3,Gerak,T5,-2.931,-3.917,-3.696,3,P31
TE,Agem Kiri,3,Naik,C3,0.293,-1.68,-2.191,2,P31
TE,Agem Kiri,3,Naik,F3,-3.973,-16.63,-5.809,1,P31
TE,Agem Kiri,3,Naik,F8,-8.663,-12.453,-15.869,1,P31
TE,Agem Kiri,3,Naik,Fp2,-14.134,-17.404,-14.943,1,P31
TE,Agem Kiri,3,Naik,O2,-21.435,-27.087,-28.339,1,P31
TE,Agem Kiri,3,Naik,P3,-4.53,-0.155,-1.394,2,P31
TE,Agem Kiri,3,Naik,T3,-3.904,-7.141,-4.343,2,P31
TE,Agem Kiri,3,Tahan,C3,-0.528,-2.412,-1.115,6,P31
TE,Agem Kiri,3,Tahan,C4,1.524,-1.7,2.367,1,P31
TE,Agem Kiri,3,Tahan,F8,-17.776,-16.038,-16.721,1,P31
TE,Agem Kiri,3,Tahan,Fp2,-2.01,-9.696,-7.979,2,P31
TE,Agem Kiri,3,Tahan,P3,-7.504,-3.576,-6.186,2,P31
TE,Agem Kiri,3,Tahan,P4,1.148,8.093,0.97,1,P31
TE,Agem Kiri,3,Tahan,T3,-8.616,-8.657,-9.108,1,P31
TE,Agem Kiri,4,Berdiri,C3,1.69,-2.776,-0.224,5,P31
TE,Agem Kiri,4,Berdiri,C4,1.13,5.608,1.866,1,P31
TE,Agem Kiri,4,Berdiri,F3,1.361,-5.751,-7.486,8,P31
TE,Agem Kiri,4,Berdiri,F4,-0.415,2.95,0.225,1,P31
TE,Agem Kiri,4,Berdiri,F7,9.453,-1.183,0.252,13,P31
TE,Agem Kiri,4,Berdiri,F8,-3.423,-3.691,-1.462,1,P31
TE,Agem Kiri,4,Berdiri,Fp1,3.905,-3.861,-3.392,15,P31
TE,Agem Kiri,4,Berdiri,Fp2,4.048,9.843,9.293,1,P31
TE,Agem Kiri,4,Berdiri,O1,3.74,-3.807,-4.047,13,P31
TE,Agem Kiri,4,Berdiri,O2,5.77,4.313,2.735,4,P31
TE,Agem Kiri,4,Berdiri,P4,4.061,12.303,11.0,1,P31
TE,Agem Kiri,4,Berdiri,T3,-6.556,-9.225,-6.889,1,P31
TE,Agem Kiri,4,Berdiri,T5,4.695,2.021,-0.042,8,P31
TE,Agem Kiri,4,Berdiri,T6,4.972,6.89,10.067,1,P31
TE,Agem Kiri,4,Gerak,C3,4.326,-0.981,-4.339,2,P31
TE,Agem Kiri,4,Gerak,F7,-1.053,-2.867,-0.51,2,P31
TE,Agem Kiri,4,Gerak,Fp1,-2.751,-5.947,-2.166,2,P31
TE,Agem Kiri,4,Gerak,O1,-6.836,-8.268,-4.541,2,P31
TE,Agem Kiri,4,Gerak,T5,-5.168,-5.653,-4.145,2,P31
TE,Agem Kiri,4,Naik,C3,-4.005,-4.791,-4.268,2,P31
TE,Agem Kiri,4,Naik,F3,-1.612,-3.321,0.952,2,P31
TE,Agem Kiri,4,Naik,F4,7.675,9.874,-0.836,1,P31
TE,Agem Kiri,4,Naik,F8,4.077,-1.336,3.16,1,P31
TE,Agem Kiri,4,Naik,P3,0.222,-0.991,2.578,2,P31
TE,Agem Kiri,4,Naik,T3,5.81,-3.707,0.028,2,P31
TE,Agem Kiri,4,Naik,T4,9.025,12.714,6.741,1,P31
TE,Agem Kiri,4,Tahan,C3,0.44,-6.026,-1.764,7,P31
TE,Agem Kiri,4,Tahan,C4,3.575,0.722,1.965,2,P31
TE,Agem Kiri,4,Tahan,F3,0.333,-2.065,-0.408,7,P31
TE,Agem Kiri,4,Tahan,O2,9.322,8.604,9.028,1,P31
TE,Agem Kiri,4,Tahan,P3,1.073,1.121,0.289,7,P31
TE,Agem Kiri,4,Tahan,P4,11.156,12.815,13.479,1,P31
TE,Agem Kiri,4,Tahan,T3,0.838,-1.447,0.115,7,P31
TE,Agem Kiri,4,Tahan,T4,8.399,5.546,4.363,1,P31
TE,Agem Kiri,4,Tahan,T6,10.142,8.228,10.335,4,P31
TE,Ngeed,3,Berdiri,C3,3.797,2.681,1.589,10,P31
TE,Ngeed,3,Berdiri,C4,7.101,1.327,-1.12,1,P31
TE,Ngeed,3,Berdiri,F3,-1.873,-2.302,-3.465,15,P31
TE,Ngeed,3,Berdiri,F4,4.172,0.605,0.644,5,P31
TE,Ngeed,3,Berdiri,F7,-0.915,-1.017,-1.413,16,P31
TE,Ngeed,3,Berdiri,F8,2.899,-3.48,-2.455,3,P31
TE,Ngeed,3,Berdiri,Fp1,-3.879,-3.981,-3.609,16,P31
TE,Ngeed,3,Berdiri,Fp2,10.126,5.571,5.865,6,P31
TE,Ngeed,3,Berdiri,O1,-2.927,-5.291,-3.971,16,P31
TE,Ngeed,3,Berdiri,O2,10.422,4.301,3.545,12,P31
TE,Ngeed,3,Berdiri,P3,-5.703,-6.243,-6.279,12,P31
TE,Ngeed,3,Berdiri,P4,13.589,8.564,10.986,3,P31
TE,Ngeed,3,Berdiri,T3,4.199,-0.487,-2.522,16,P31
TE,Ngeed,3,Berdiri,T5,0.714,-2.995,-1.605,16,P31
TE,Ngeed,3,Gerak,C4,5.909,3.311,1.572,2,P31
TE,Ngeed,3,Gerak,F4,6.096,1.25,-1.147,2,P31
TE,Ngeed,3,Gerak,F7,1.174,-9.058,-4.336,2,P31
TE,Ngeed,3,Gerak,Fp1,-0.064,-9.768,-3.917,2,P31
TE,Ngeed,3,Gerak,Fp2,7.093,8.5,3.347,2,P31
TE,Ngeed,3,Gerak,O1,-1.699,-6.447,-2.361,2,P31
TE,Ngeed,3,Gerak,O2,3.823,2.118,0.658,2,P31
TE,Ngeed,3,Gerak,P4,13.277,8.498,5.469,2,P31
TE,Ngeed,3,Gerak,T3,0.832,-4.553,-7.838,2,P31
TE,Ngeed,3,Gerak,T5,-3.689,-5.626,-2.84,2,P31
TE,Ngeed,3,Gerak,T6,11.701,3.249,4.431,2,P31
TE,Ngeed,3,Naik,F7,3.727,-0.159,2.117,2,P31
TE,Ngeed,3,Naik,Fp1,-1.287,-2.385,-0.839,2,P31
TE,Ngeed,3,Tahan,C3,4.35,1.381,-2.475,4,P31
TE,Ngeed,3,Tahan,F3,-4.572,-1.634,-3.017,4,P31
TE,Ngeed,3,Tahan,F4,8.223,-2.208,2.054,1,P31
TE,Ngeed,3,Tahan,F7,0.629,-0.545,-1.241,4,P31
TE,Ngeed,3,Tahan,Fp1,-2.744,-1.819,-2.596,4,P31
TE,Ngeed,3,Tahan,Fp2,8.799,3.156,4.139,1,P31
TE,Ngeed,3,Tahan,O1,-0.854,-3.638,-1.37,4,P31
TE,Ngeed,3,Tahan,O2,0.954,0.489,-0.522,1,P31
TE,Ngeed,3,Tahan,P4,7.147,2.811,4.062,1,P31
TE,Ngeed,3,Tahan,T5,0.171,-2.395,-0.732,4,P31
TE,Ngeed,4,Berdiri,C3,-0.397,-2.907,0.146,15,P31
TE,Ngeed,4,Berdiri,C4,-4.273,-5.958,-4.841,15,P31
TE,Ngeed,4,Berdiri,F3,-3.179,-3.946,-2.212,3,P31
TE,Ngeed,4,Berdiri,F8,-12.331,-7.523,-9.963,1,P31
TE,Ngeed,4,Berdiri,P3,-6.275,-4.236,-1.069,4,P31
TE,Ngeed,4,Berdiri,T3,-5.738,-4.827,-2.543,4,P31
TE,Ngeed,4,Berdiri,T4,10.479,5.769,9.54,6,P31
TE,Ngeed,4,Berdiri,T6,7.276,3.114,3.225,6,P31
TE,Ngeed,4,Gerak,C3,10.006,5.706,2.809,2,P31
TE,Ngeed,4,Gerak,F4,7.333,6.166,1.07,1,P31
TE,Ngeed,4,Gerak,F7,-2.114,-1.495,-2.94,2,P31
TE,Ngeed,4,Gerak,Fp1,-3.589,-3.297,-2.018,2,P31
TE,Ngeed,4,Gerak,Fp2,14.056,9.152,6.568,1,P31
TE,Ngeed,4,Gerak,O1,-2.687,-3.296,-2.156,2,P31
TE,Ngeed,4,Gerak,O2,10.634,-0.057,0.159,1,P31
TE,Ngeed,4,Gerak,P4,8.916,12.437,12.656,1,P31
TE,Ngeed,4,Gerak,T3,-8.341,-10.179,-6.496,1,P31
TE,Ngeed,4,Gerak,T5,-3.613,-1.58,-1.287,2,P31
TE,Ngeed,4,Naik,C3,3.639,-2.493,-2.53,2,P31
TE,Ngeed,4,Naik,F4,7.201,-3.509,-0.356,2,P31
TE,Ngeed,4,Naik,F7,3.462,-2.951,0.072,2,P31
TE,Ngeed,4,Naik,Fp1,0.081,-6.175,-1.649,2,P31
TE,Ngeed,4,Tahan,C3,-7.727,-13.381,-7.163,5,P31
TE,Ngeed,4,Tahan,F7,1.955,3.018,2.38,5,P31
TE,Ngeed,4,Tahan,Fp1,-0.757,0.41,-1.063,5,P31
TE,Ngeed,4,Tahan,Fp2,10.378,7.722,4.94,1,P31
TE,Ngeed,4,Tahan,O1,-4.118,-4.86,-5.676,5,P31
TE,Ngeed,4,Tahan,T3,-2.683,-6.464,-3.741,2,P31
TE,Ngeed,4,Tahan,T5,-24.595,-26.449,-21.137,2,P31
B,Agem Kanan,1,Gerak,T5,-3.122,-9.601,-4.62,1,P32
B,Agem Kanan,1,Naik,O2,6.363,11.12,10.068,1,P32
B,Agem Kanan,2,Naik,C4,3.794,5.49,5.809,1,P32
B,Agem Kanan,2,Naik,F7,0.344,-1.454,-0.81,1,P32
B,Agem Kanan,2,Naik,O2,6.793,5.716,6.24,1,P32
B,Agem Kanan,4,Naik,C3,0.654,-1.349,0.566,1,P32
B,Agem Kanan,4,Naik,F3,0.644,0.735,2.258,1,P32
B,Agem Kiri,1,Naik,O2,5.071,3.56,7.214,1,P32
B,Agem Kiri,1,Naik,P3,-8.358,-4.114,-3.78,1,P32
B,Agem Kiri,1,Naik,T4,7.827,5.92,11.819,1,P32
B,Agem Kiri,1,Tahan,O2,-2.069,-5.464,-9.706,1,P32
B,Agem Kiri,1,Tahan,T6,-0.727,-3.674,-1.751,1,P32
B,Agem Kiri,2,Naik,F3,4.238,3.352,2.575,1,P32
B,Agem Kiri,2,Naik,O2,6.918,3.563,5.169,1,P32
B,Agem Kiri,2,Naik,T6,3.459,1.738,-0.451,1,P32
B,Agem Kiri,3,Naik,F7,-1.574,-1.665,0.19,1,P32
B,Agem Kiri,3,Naik,O1,-9.632,-7.998,-3.237,1,P32
B,Agem Kiri,3,Naik,T5,5.096,1.861,1.465,1,P32
B,Agem Kiri,4,Gerak,C3,-1.95,-1.845,-1.159,1,P32
B,Agem Kiri,4,Gerak,P3,-0.792,-1.77,-2.439,1,P32
B,Agem Kiri,4,Naik,O1,3.309,-0.516,0.616,1,P32
B,Agem Kiri,4,Tahan,T3,-13.766,-8.111,-7.642,1,P32
B,Ngeed,1,Berdiri,F7,4.975,3.244,3.118,1,P32
B,Ngeed,1,Berdiri,Fp2,-3.48,-3.763,-4.032,1,P32
B,Ngeed,1,Berdiri,O2,7.806,5.934,4.426,1,P32
B,Ngeed,1,Berdiri,P4,5.746,-2.75,-3.578,1,P32
B,Ngeed,1,Berdiri,T3,-10.114,-13.241,-9.693,1,P32
B,Ngeed,1,Berdiri,T4,9.947,4.989,5.494,1,P32
B,Ngeed,1,Berdiri,T6,3.468,0.609,0.23,1,P32
B,Ngeed,1,Gerak,C4,6.109,2.17,5.577,1,P32
B,Ngeed,1,Gerak,F7,0.635,0.14,-2.027,1,P32
B,Ngeed,1,Gerak,Fp2,4.818,-4.432,-2.017,1,P32
B,Ngeed,1,Gerak,O2,8.242,3.035,5.968,1,P32
B,Ngeed,1,Gerak,P3,-6.096,-14.11,-8.043,1,P32
B,Ngeed,1,Gerak,P4,8.445,-2.122,1.598,1,P32
B,Ngeed,1,Gerak,T3,0.605,-3.859,-0.934,1,P32
B,Ngeed,1,Gerak,T4,10.125,5.223,8.681,1,P32
B,Ngeed,1,Gerak,T5,-0.302,-1.834,-0.52,1,P32
B,Ngeed,1,Gerak,T6,7.479,-1.872,1.356,1,P32
B,Ngeed,1,Naik,C4,6.077,3.517,-4.069,1,P32
B,Ngeed,1,Naik,F7,-1.264,-0.518,0.544,1,P32
B,Ngeed,1,Naik,O2,4.972,2.351,-2.427,1,P32
B,Ngeed,1,Naik,P4,2.936,1.284,-1.984,1,P32
B,Ngeed,1,Naik,T6,6.003,-1.248,-2.285,1,P32
B,Ngeed,2,Berdiri,F7,1.146,-0.503,-2.035,1,P32
B,Ngeed,2,Berdiri,T6,7.516,1.314,0.857,1,P32
B,Ngeed,2,Naik,C3,3.989,-2.702,-1.151,1,P32
B,Ngeed,2,Naik,F3,1.252,-3.561,-1.384,1,P32
B,Ngeed,2,Naik,F7,-2.943,-3.526,-3.107,1,P32
B,Ngeed,2,Naik,F8,-8.713,-6.288,-3.841,1,P32
B,Ngeed,2,Naik,Fp1,3.136,0.158,2.604,1,P32
B,Ngeed,2,Naik,O1,0.419,-1.987,-0.682,1,P32
B,Ngeed,2,Naik,P3,3.486,-4.027,-1.414,1,P32
B,Ngeed,2,Naik,T3,2.653,-3.557,-0.784,1,P32
B,Ngeed,2,Naik,T5,1.552,-0.031,-1.255,1,P32
B,Ngeed,2,Tahan,C3,0.151,1.688,-4.409,1,P32
B,Ngeed,2,Tahan,F3,-1.021,0.158,0.624,1,P32
B,Ngeed,3,Berdiri,F3,-5.671,-10.57,-3.455,1,P32
B,Ngeed,3,Berdiri,O1,-1.568,-1.32,-3.077,1,P32
B,Ngeed,3,Naik,C4,9.435,6.243,3.266,1,P32
B,Ngeed,3,Naik,F4,6.809,6.379,4.283,1,P32
B,Ngeed,3,Naik,F7,-6.02,-8.206,-7.231,1,P32
B,Ngeed,3,Naik,Fp1,4.818,6.757,3.77,1,P32
B,Ngeed,3,Naik,O1,-1.338,-1.336,-4.214,1,P32
B,Ngeed,3,Naik,O2,9.727,5.847,2.732,1,P32
B,Ngeed,3,Naik,T4,8.549,6.459,3.818,1,P32
B,Ngeed,3,Naik,T5,1.914,2.158,-3.193,1,P32
B,Ngeed,3,Naik,T6,9.444,2.081,-3.216,1,P32
B,Ngeed,4,Berdiri,C3,-0.679,-0.636,-0.71,1,P32
B,Ngeed,4,Berdiri,F3,-1.231,-2.637,-4.195,1,P32
B,Ngeed,4,Berdiri,P3,-3.829,-0.541,-3.005,1,P32
B,Ngeed,4,Naik,T5,-0.068,6.883,-0.632,1,P32
E,Agem Kanan,1,Berdiri,C3,-0.213,-3.763,-6.191,8,P32
E,Agem Kanan,1,Berdiri,C4,13.022,6.634,6.315,3,P32
E,Agem Kanan,1,Berdiri,F3,-0.224,-2.482,-4.805,2,P32
E,Agem Kanan,1,Berdiri,F4,4.115,2.735,1.493,5,P32
E,Agem Kanan,1,Berdiri,F7,3.874,3.134,0.768,2,P32
E,Agem Kanan,1,Berdiri,F8,0.951,-0.463,-0.084,4,P32
E,Agem Kanan,1,Berdiri,Fp1,-0.947,-0.901,5.016,8,P32
E,Agem Kanan,1,Berdiri,Fp2,-3.399,-1.629,-3.208,1,P32
E,Agem Kanan,1,Berdiri,O1,-0.027,-3.569,-4.712,15,P32
E,Agem Kanan,1,Berdiri,O2,7.915,10.086,5.944,7,P32
E,Agem Kanan,1,Berdiri,P3,-3.062,-6.668,-6.154,7,P32
E,Agem Kanan,1,Berdiri,T4,9.943,8.848,5.743,5,P32
E,Agem Kanan,1,Berdiri,T5,-5.149,-6.339,-8.892,8,P32
E,Agem Kanan,1,Berdiri,T6,4.208,-0.704,-3.107,4,P32
E,Agem Kanan,1,Gerak,F7,-0.53,-0.776,-2.186,2,P32
E,Agem Kanan,1,Gerak,P3,-1.096,-5.441,-4.063,2,P32
E,Agem Kanan,1,Gerak,T5,-1.987,-9.23,-3.328,3,P32
E,Agem Kanan,1,Naik,F7,4.315,2.528,0.565,2,P32
E,Agem Kanan,1,Naik,O2,4.555,7.969,7.473,2,P32
E,Agem Kanan,1,Naik,T3,5.953,1.724,-0.754,2,P32
E,Agem Kanan,1,Tahan,C3,-8.699,-15.304,-9.628,2,P32
E,Agem Kanan,1,Tahan,C4,-1.921,-0.552,1.692,2,P32
E,Agem Kanan,1,Tahan,F7,6.714,6.201,0.016,2,P32
E,Agem Kanan,1,Tahan,O1,-0.223,-3.03,-4.821,4,P32
E,Agem Kanan,1,Tahan,O2,1.313,0.536,3.175,1,P32
E,Agem Kanan,1,Tahan,P3,-9.495,-13.148,-11.34,2,P32
E,Agem Kanan,1,Tahan,T4,-0.235,5.78,3.412,6,P32
E,Agem Kanan,1,Tahan,T6,6.472,6.245,2.952,6,P32
E,Agem Kanan,2,Berdiri,C3,-5.355,-5.359,-3.023,10,P32
E,Agem Kanan,2,Berdiri,C4,11.133,3.885,1.762,2,P32
E,Agem Kanan,2,Berdiri,F3,-1.646,-4.43,-0.95,11,P32
E,Agem Kanan,2,Berdiri,F4,4.527,3.882,1.023,14,P32
E,Agem Kanan,2,Berdiri,F7,-0.033,-2.3,2.789,2,P32
E,Agem Kanan,2,Berdiri,F8,3.186,6.937,1.623,9,P32
E,Agem Kanan,2,Berdiri,Fp1,4.084,3.446,3.747,3,P32
E,Agem Kanan,2,Berdiri,O1,-2.712,-4.982,-3.005,27,P32
E,Agem Kanan,2,Berdiri,O2,8.04,1.259,0.845,3,P32
E,Agem Kanan,2,Berdiri,P3,-4.289,-5.139,-3.072,13,P32
E,Agem Kanan,2,Berdiri,T3,-0.022,0.474,-2.192,6,P32
E,Agem Kanan,2,Berdiri,T4,7.985,3.81,0.209,3,P32
E,Agem Kanan,2,Berdiri,T5,-5.496,-5.91,-5.589,19,P32
E,Agem Kanan,2,Gerak,C3,0.284,-1.424,-2.598,1,P32
E,Agem Kanan,2,Gerak,F3,-0.608,-7.224,-3.89,1,P32
E,Agem Kanan,2,Gerak,T3,-8.072,-14.197,-12.743,1,P32
E,Agem Kanan,2,Naik,C4,5.448,4.171,5.756,4,P32
E,Agem Kanan,2,Naik,F3,2.361,0.424,2.65,6,P32
E,Agem Kanan,2,Naik,F7,1.596,-1.507,0.063,4,P32
E,Agem Kanan,2,Naik,O2,5.597,4.501,4.914,6,P32
E,Agem Kanan,2,Naik,P4,3.959,4.592,8.163,2,P32
E,Agem Kanan,2,Naik,T3,-0.351,-3.498,-2.231,7,P32
E,Agem Kanan,2,Naik,T4,8.575,8.527,7.378,2,P32
E,Agem Kanan,2,Naik,T6,7.304,3.219,3.323,2,P32
E,Agem Kanan,2,Tahan,C3,-1.923,-8.423,-9.568,4,P32
E,Agem Kanan,2,Tahan,O1,-1.699,-1.444,-5.105,5,P32
E,Agem Kanan,2,Tahan,P3,-0.195,-0.106,-4.759,7,P32
E,Agem Kanan,3,Berdiri,C3,-6.334,-7.687,-5.187,5,P32
E,Agem Kanan,3,Berdiri,F3,-1.929,-1.932,1.557,3,P32
E,Agem Kanan,3,Berdiri,F7,-4.253,0.07,-1.731,5,P32
E,Agem Kanan,3,Berdiri,Fp2,0.879,1.001,-1.117,4,P32
E,Agem Kanan,3,Berdiri,O1,-0.052,-3.854,-2.011,10,P32
E,Agem Kanan,3,Berdiri,P3,1.596,-3.609,-4.096,7,P32
E,Agem Kanan,3,Berdiri,P4,7.43,6.93,4.752,2,P32
E,Agem Kanan,3,Berdiri,T3,-0.696,-4.195,-1.841,7,P32
E,Agem Kanan,3,Berdiri,T4,10.91,8.282,9.106,1,P32
E,Agem Kanan,3,Berdiri,T5,2.491,1.06,-0.647,6,P32
E,Agem Kanan,3,Berdiri,T6,5.109,4.206,3.73,1,P32
E,Agem Kanan,3,Gerak,O1,-5.956,-8.207,-7.571,1,P32
E,Agem Kanan,3,Gerak,T3,-14.075,-12.623,-7.86,1,P32
E,Agem Kanan,3,Naik,O2,7.991,4.128,-4.436,1,P32
E,Agem Kanan,3,Naik,T6,8.87,-0.334,2.795,1,P32
E,Agem Kanan,3,Tahan,C3,-2.359,-6.717,-3.596,8,P32
E,Agem Kanan,3,Tahan,F3,-1.634,-2.643,-3.241,5,P32
E,Agem Kanan,3,Tahan,F7,-5.336,-4.74,-1.96,2,P32
E,Agem Kanan,3,Tahan,P3,-3.774,-9.936,-5.248,4,P32
E,Agem Kanan,3,Tahan,T3,-1.443,-3.134,0.607,6,P32
E,Agem Kanan,4,Berdiri,C3,1.092,-0.633,1.33,12,P32
E,Agem Kanan,4,Berdiri,C4,3.859,1.736,1.812,17,P32
E,Agem Kanan,4,Berdiri,F3,0.864,-1.007,0.87,13,P32
E,Agem Kanan,4,Berdiri,F4,1.919,2.945,1.255,9,P32
E,Agem Kanan,4,Berdiri,F7,0.512,-0.178,2.346,13,P32
E,Agem Kanan,4,Berdiri,F8,2.49,0.808,2.099,4,P32
E,Agem Kanan,4,Berdiri,Fp2,1.145,-0.823,3.255,7,P32
E,Agem Kanan,4,Berdiri,O1,1.398,1.52,2.149,12,P32
E,Agem Kanan,4,Berdiri,O2,6.059,3.056,1.959,23,P32
E,Agem Kanan,4,Berdiri,P3,1.49,0.301,2.018,14,P32
E,Agem Kanan,4,Berdiri,P4,3.241,2.479,2.383,13,P32
E,Agem Kanan,4,Berdiri,T3,1.252,1.002,1.738,13,P32
E,Agem Kanan,4,Berdiri,T4,-0.073,-0.197,0.583,16,P32
E,Agem Kanan,4,Berdiri,T5,1.334,0.866,0.287,13,P32
E,Agem Kanan,4,Berdiri,T6,2.534,0.854,1.523,16,P32
E,Agem Kanan,4,Naik,C3,1.358,0.472,1.823,4,P32
E,Agem Kanan,4,Naik,F3,1.984,2.626,4.508,3,P32
E,Agem Kanan,4,Naik,P3,-2.034,-0.357,0.375,3,P32
E,Agem Kanan,4,Naik,T3,-3.251,-3.327,-0.508,3,P32
E,Agem Kanan,4,Tahan,F3,-2.502,-2.817,-0.925,3,P32
E,Agem Kanan,4,Tahan,O1,3.46,0.266,-0.967,5,P32
E,Agem Kiri,1,Berdiri,C3,-4.012,-4.013,-4.788,16,P32
E,Agem Kiri,1,Berdiri,C4,6.6,2.978,-2.05,1,P32
E,Agem Kiri,1,Berdiri,F3,-4.027,-4.139,-3.978,11,P32
E,Agem Kiri,1,Berdiri,F4,-0.099,4.907,6.373,4,P32
E,Agem Kiri,1,Berdiri,F8,5.393,4.933,4.407,2,P32
E,Agem Kiri,1,Berdiri,Fp1,-5.369,-4.342,-0.565,4,P32
E,Agem Kiri,1,Berdiri,Fp2,0.104,-1.156,0.109,3,P32
E,Agem Kiri,1,Berdiri,O1,-2.892,-1.367,-1.699,15,P32
E,Agem Kiri,1,Berdiri,O2,0.019,-4.734,-4.097,1,P32
E,Agem Kiri,1,Berdiri,P3,-4.223,-3.472,-4.054,18,P32
E,Agem Kiri,1,Berdiri,P4,1.899,0.762,1.55,2,P32
E,Agem Kiri,1,Berdiri,T3,-4.202,-3.098,-5.205,7,P32
E,Agem Kiri,1,Berdiri,T5,-2.237,0.511,-2.443,16,P32
E,Agem Kiri,1,Naik,C3,-3.431,1.566,-1.497,1,P32
E,Agem Kiri,1,Naik,C4,8.459,1.777,10.368,1,P32
E,Agem Kiri,1,Naik,F3,-8.757,-9.865,-10.18,1,P32
E,Agem Kiri,1,Naik,O1,-7.082,-4.531,-3.461,2,P32
E,Agem Kiri,1,Naik,O2,6.036,5.912,6.352,5,P32
E,Agem Kiri,1,Naik,P3,-6.401,-3.725,-2.457,5,P32
E,Agem Kiri,1,Naik,T4,8.234,5.331,12.115,3,P32
E,Agem Kiri,1,Tahan,C4,-8.094,-2.474,-4.044,3,P32
E,Agem Kiri,1,Tahan,F4,3.875,5.084,0.727,4,P32
E,Agem Kiri,1,Tahan,F7,-8.124,4.778,3.889,2,P32
E,Agem Kiri,1,Tahan,O2,-4.107,-4.536,-5.33,7,P32
E,Agem Kiri,1,Tahan,P4,1.672,-5.44,-2.004,6,P32
E,Agem Kiri,1,Tahan,T4,2.006,-0.596,-2.384,7,P32
E,Agem Kiri,1,Tahan,T6,-0.639,-6.247,-4.689,7,P32
E,Agem Kiri,2,Berdiri,C3,-1.37,-1.476,-2.983,13,P32
E,Agem Kiri,2,Berdiri,C4,7.666,4.957,6.424,1,P32
E,Agem Kiri,2,Berdiri,F3,-2.054,-2.405,-1.679,12,P32
E,Agem Kiri,2,Berdiri,F4,3.984,0.538,-1.076,1,P32
E,Agem Kiri,2,Berdiri,F7,-9.396,-9.223,-6.217,1,P32
E,Agem Kiri,2,Berdiri,Fp2,-9.114,-9.21,-7.313,3,P32
E,Agem Kiri,2,Berdiri,O1,1.044,-1.115,-2.509,11,P32
E,Agem Kiri,2,Berdiri,O2,6.964,4.337,4.752,1,P32
E,Agem Kiri,2,Berdiri,P3,-2.372,-2.763,-3.277,20,P32
E,Agem Kiri,2,Berdiri,P4,3.626,2.477,0.872,1,P32
E,Agem Kiri,2,Berdiri,T3,-4.335,-3.595,-2.951,9,P32
E,Agem Kiri,2,Berdiri,T4,-0.325,-1.808,-4.704,1,P32
E,Agem Kiri,2,Berdiri,T5,-4.519,-2.667,-7.29,11,P32
E,Agem Kiri,2,Gerak,T6,-5.475,-11.137,-0.643,1,P32
E,Agem Kiri,2,Naik,F3,5.796,2.597,2.017,2,P32
E,Agem Kiri,2,Naik,F7,6.118,-0.171,3.084,2,P32
E,Agem Kiri,2,Naik,F8,1.436,5.113,5.038,1,P32
E,Agem Kiri,2,Naik,Fp1,5.795,1.228,5.909,1,P32
E,Agem Kiri,2,Naik,O2,3.75,2.224,3.384,2,P32
E,Agem Kiri,2,Naik,P4,-0.382,-1.116,-3.011,1,P32
E,Agem Kiri,2,Naik,T4,4.104,3.728,3.581,2,P32
E,Agem Kiri,2,Naik,T5,7.807,2.842,3.394,1,P32
E,Agem Kiri,2,Naik,T6,0.806,0.065,-2.579,2,P32
E,Agem Kiri,2,Tahan,C3,2.706,2.393,1.566,4,P32
E,Agem Kiri,2,Tahan,C4,-0.798,-0.206,1.205,5,P32
E,Agem Kiri,2,Tahan,F3,5.865,2.081,2.497,5,P32
E,Agem Kiri,2,Tahan,F4,8.576,5.873,0.587,2,P32
E,Agem Kiri,2,Tahan,F7,0.919,0.645,0.51,6,P32
E,Agem Kiri,2,Tahan,F8,1.8,3.367,-0.778,1,P32
E,Agem Kiri,2,Tahan,Fp2,2.916,1.515,0.705,3,P32
E,Agem Kiri,2,Tahan,O1,-1.072,-4.622,-7.967,3,P32
E,Agem Kiri,2,Tahan,O2,-3.218,-1.508,-3.119,4,P32
E,Agem Kiri,2,Tahan,P3,2.41,2.509,0.025,4,P32
E,Agem Kiri,2,Tahan,P4,1.731,0.796,-0.023,12,P32
E,Agem Kiri,2,Tahan,T3,6.653,2.914,1.997,2,P32
E,Agem Kiri,2,Tahan,T4,-1.603,-4.908,-4.773,2,P32
E,Agem Kiri,2,Tahan,T6,-0.573,-3.623,-4.107,15,P32
E,Agem Kiri,3,Berdiri,C4,5.044,3.541,3.541,6,P32
E,Agem Kiri,3,Berdiri,F3,0.784,-4.506,-0.348,3,P32
E,Agem Kiri,3,Berdiri,F4,7.929,6.283,5.634,6,P32
E,Agem Kiri,3,Berdiri,F7,-5.573,-6.095,-0.626,8,P32
E,Agem Kiri,3,Berdiri,Fp2,-0.277,-4.048,-2.759,8,P32
E,Agem Kiri,3,Berdiri,O1,-1.334,-1.219,1.216,9,P32
E,Agem Kiri,3,Berdiri,O2,8.985,5.736,4.973,6,P32
E,Agem Kiri,3,Berdiri,P3,-5.513,-7.326,-2.546,2,P32
E,Agem Kiri,3,Berdiri,P4,1.423,-1.525,-0.099,7,P32
E,Agem Kiri,3,Berdiri,T3,-6.075,-6.252,-4.203,1,P32
